      No     Day     Mon    Year  Qobs_0000000001  Qsim_0000000001  Qobs_0000000002  Qsim_0000000002  Qobs_0000000003  Qsim_0000000003
    3497      29       7    2006        0.1350000        0.4460915        0.1900000        0.3349129        0.1300000        0.1883134
    3498      30       7    2006        0.1180000        0.4374005        0.1900000        0.3310778        0.1300000        0.1867520
    3499      31       7    2006        0.1110000        0.4328699        0.1900000        0.3248895        0.1300000        0.1850995
    3500       1       8    2006        0.1220000        0.4274062        0.2200000        0.3219141        0.1500000        0.1859310
    3501       2       8    2006        0.1470000        0.4225047        0.2200000        0.3201981        0.1500000        0.1853822
    3502       3       8    2006        0.1330000        0.4193659        0.2500000        0.3183908        0.1500000        0.1825784
    3503       4       8    2006        0.1250000        0.4172902        0.2900000        0.3155252        0.1500000        0.1808994
    3504       5       8    2006        0.1240000        0.4155747        0.2900000        0.3169095        0.1500000        0.1833135
    3505       6       8    2006        0.1280000        0.4546258        0.3200000        0.4430954        0.2000000        0.3101858
    3506       7       8    2006        0.1690000        0.5296905        0.5100000        0.4320405        0.2000000        0.2518423
    3507       8       8    2006        0.1620000        0.5559709        0.4100000        0.4255659        0.1700000        0.1931983
    3508       9       8    2006        0.1680000        0.5337373        0.4100000        0.3632980        0.1700000        0.1831982
    3509      10       8    2006        0.1710000        0.5054084        0.3700000        0.3265196        0.1700000        0.1814091
    3510      11       8    2006        0.1370000        0.4698347        0.3200000        0.3131114        0.1700000        0.1795369
    3511      12       8    2006        0.1340000        0.4359300        0.3200000        0.3111682        0.2000000        0.1782157
    3512      13       8    2006        0.1340000        0.4163719        0.4100000        0.3098947        0.2000000        0.1788575
    3513      14       8    2006        0.1340000        0.4113442        0.4100000        0.3154220        0.2000000        0.1870412
    3514      15       8    2006        0.1590000        0.4112997        0.3700000        0.3233796        0.2000000        0.1850984
    3515      16       8    2006        0.1510000        0.4134989        0.3700000        0.3235180        0.2000000        0.2050034
    3516      17       8    2006        0.1430000        0.4167191        0.4100000        0.3245311        0.2200000        0.1906671
    3517      18       8    2006        0.1430000        0.4183309        0.3700000        0.3238090        0.2000000        0.1787819
    3518      19       8    2006        0.1450000        0.4187284        0.3200000        0.3172581        0.1700000        0.1907211
    3519      20       8    2006        0.1440000        0.4173854        0.3700000        0.3157496        0.2000000        0.1912016
    3520      21       8    2006        0.1500000        0.4153878        0.3700000        0.3265918        0.2000000        0.2242648
    3521      22       8    2006        0.1320000        0.4168616        0.4100000        0.3413923        0.2000000        0.2078704
    3522      23       8    2006        0.1170000        0.4235344        0.4100000        0.3419970        0.1700000        0.1880376
    3523      24       8    2006        0.1170000        0.4497987        0.4100000        0.3297188        0.1700000        0.1882007
    3524      25       8    2006        0.1190000        0.4409522        0.2900000        0.3186608        0.1500000        0.1870806
    3525      26       8    2006        0.1460000        0.8416471        0.2900000        0.3728399        0.1500000        0.1858686
    3526      27       8    2006        0.1500000        0.9907437        0.2900000        0.3141911        0.1500000        0.1846431
    3527      28       8    2006        0.1450000        0.6745203        0.2900000        0.3141433        0.1500000        0.1968948
    3528      29       8    2006        0.1500000        0.4996983        0.2900000        0.3346820        0.1700000        0.2073745
    3529      30       8    2006        0.1500000        0.4745286        0.3200000        0.3278451        0.1700000        0.1972138
    3530      31       8    2006        0.1460000        0.4548794        0.2500000        0.3267121        0.1300000        0.1876435
    3531       1       9    2006        0.1420000        0.4337645        0.2200000        0.3182182        0.1300000        0.1841176
    3532       2       9    2006        0.1440000        0.4230844        0.2200000        0.3098080        0.1300000        0.1808671
    3533       3       9    2006        0.1500000        0.4183410        0.2200000        0.3357315        0.1300000        0.2161699
    3534       4       9    2006        0.1650000        0.4179513        0.2500000        0.3227213        0.1500000        0.2071118
